Date;Heure;Température extérieure (°C);Température intérieure actuelle (°C);Température cible souhaitée (°C);Consommation énergétique (kWh);Statut de l'occupation (binaire);Adresse;Code Postal;Type d'énergie
2023-04-15;03:00:00;23.8;22.7;22;2.02;1;Address 2500;33075;Gas
2023-04-15;04:00:00;-0.1;12.9;12;0.41;0;Address 2501;17842;Electricity
2023-04-15;05:00:00;24.5;22.6;22;2.88;1;Address 2502;77236;Gas
2023-04-15;06:00:00;10.5;10.7;12;0.11;0;Address 2503;81427;Electricity
2023-04-15;07:00:00;19.3;10.2;12;0.31;0;Address 2504;73327;Gas
2023-04-15;08:00:00;3.1;12.7;12;0.39;0;Address 2505;46404;Solar
2023-04-15;09:00:00;8.2;22.4;22;2.51;1;Address 2506;79574;Electricity
2023-04-15;10:00:00;23.0;21.9;22;1.72;1;Address 2507;59326;Electricity
2023-04-15;11:00:00;18.7;12.7;12;0.38;0;Address 2508;92115;Solar
2023-04-15;12:00:00;23.2;10.7;12;0.46;0;Address 2509;20616;Solar
2023-04-15;13:00:00;21.1;22.0;22;2.27;1;Address 2510;80682;Electricity
2023-04-15;14:00:00;1.0;11.6;12;0.36;0;Address 2511;27556;Solar
2023-04-15;15:00:00;-2.2;12.2;12;0.41;0;Address 2512;74294;Gas
2023-04-15;16:00:00;7.8;22.6;22;2.27;1;Address 2513;83865;Solar
2023-04-15;17:00:00;20.1;21.3;22;1.52;1;Address 2514;16625;Solar
2023-04-15;18:00:00;14.2;12.2;12;0.21;0;Address 2515;59673;Solar
2023-04-15;19:00:00;-0.4;22.8;22;2.47;1;Address 2516;49862;Solar
2023-04-15;20:00:00;-1.6;21.6;22;2.67;1;Address 2517;75129;Electricity
2023-04-15;21:00:00;27.7;12.7;12;0.11;0;Address 2518;94308;Electricity
2023-04-15;22:00:00;0.3;11.0;12;0.42;0;Address 2519;46827;Solar
2023-04-15;23:00:00;0.9;10.1;12;0.27;0;Address 2520;23237;Electricity
2023-04-16;00:00:00;17.4;13.0;12;0.14;0;Address 2521;63059;Electricity
2023-04-16;01:00:00;0.9;22.4;22;2.66;1;Address 2522;63018;Electricity
2023-04-16;02:00:00;22.9;21.5;22;2.36;1;Address 2523;20720;Electricity
2023-04-16;03:00:00;29.2;11.8;12;0.42;0;Address 2524;83713;Electricity
2023-04-16;04:00:00;29.1;22.5;22;2.59;1;Address 2525;61010;Solar
2023-04-16;05:00:00;19.2;22.9;22;2.75;1;Address 2526;39922;Solar
2023-04-16;06:00:00;19.6;11.0;12;0.23;0;Address 2527;79305;Electricity
2023-04-16;07:00:00;2.2;22.4;22;2.52;1;Address 2528;95848;Gas
2023-04-16;08:00:00;20.0;11.5;12;0.26;0;Address 2529;35686;Solar
2023-04-16;09:00:00;-4.8;22.8;22;1.8;1;Address 2530;37480;Gas
2023-04-16;10:00:00;20.6;22.5;22;1.82;1;Address 2531;20328;Gas
2023-04-16;11:00:00;29.1;22.1;22;1.97;1;Address 2532;72500;Gas
2023-04-16;12:00:00;27.8;21.9;22;2.55;1;Address 2533;96055;Electricity
2023-04-16;13:00:00;12.2;12.5;12;0.29;0;Address 2534;95055;Gas
2023-04-16;14:00:00;27.9;10.6;12;0.11;0;Address 2535;59365;Gas
2023-04-16;15:00:00;14.5;12.0;12;0.2;0;Address 2536;10669;Solar
2023-04-16;16:00:00;26.0;11.5;12;0.34;0;Address 2537;13576;Gas
2023-04-16;17:00:00;-2.4;21.4;22;2.93;1;Address 2538;40918;Electricity
2023-04-16;18:00:00;-2.8;12.0;12;0.38;0;Address 2539;82607;Electricity
2023-04-16;19:00:00;-2.7;10.3;12;0.43;0;Address 2540;13559;Solar
2023-04-16;20:00:00;4.8;12.0;12;0.16;0;Address 2541;53670;Solar
2023-04-16;21:00:00;6.0;11.6;12;0.16;0;Address 2542;30871;Solar
2023-04-16;22:00:00;0.8;21.8;22;2.64;1;Address 2543;24518;Gas
2023-04-16;23:00:00;22.8;22.3;22;2.24;1;Address 2544;75068;Electricity
2023-04-17;00:00:00;26.1;23.0;22;2.3;1;Address 2545;75461;Gas
2023-04-17;01:00:00;-3.1;22.4;22;1.51;1;Address 2546;53180;Solar
2023-04-17;02:00:00;26.1;22.4;22;2.04;1;Address 2547;95457;Solar
2023-04-17;03:00:00;29.5;22.0;22;2.3;1;Address 2548;77105;Electricity
2023-04-17;04:00:00;-4.4;11.9;12;0.34;0;Address 2549;26662;Solar
2023-04-17;05:00:00;-1.0;21.3;22;2.24;1;Address 2550;18756;Electricity
2023-04-17;06:00:00;15.0;23.0;22;2.27;1;Address 2551;89173;Electricity
2023-04-17;07:00:00;18.3;22.4;22;2.46;1;Address 2552;25032;Solar
2023-04-17;08:00:00;25.6;22.1;22;1.85;1;Address 2553;33739;Electricity
2023-04-17;09:00:00;-3.0;11.9;12;0.27;0;Address 2554;55324;Gas
2023-04-17;10:00:00;9.5;12.3;12;0.32;0;Address 2555;91458;Electricity
2023-04-17;11:00:00;2.4;22.7;22;2.68;1;Address 2556;98664;Electricity
2023-04-17;12:00:00;2.7;21.8;22;2.74;1;Address 2557;76513;Electricity
2023-04-17;13:00:00;9.2;10.9;12;0.36;0;Address 2558;41305;Gas
2023-04-17;14:00:00;15.8;10.5;12;0.13;0;Address 2559;55980;Gas
2023-04-17;15:00:00;10.8;22.3;22;2.43;1;Address 2560;59318;Solar
2023-04-17;16:00:00;29.2;21.0;22;2.85;1;Address 2561;47861;Gas
2023-04-17;17:00:00;21.6;22.4;22;1.89;1;Address 2562;41088;Solar
2023-04-17;18:00:00;27.3;22.3;22;2.53;1;Address 2563;75780;Electricity
2023-04-17;19:00:00;29.0;22.4;22;1.91;1;Address 2564;46408;Solar
2023-04-17;20:00:00;8.8;22.4;22;1.58;1;Address 2565;32674;Solar
2023-04-17;21:00:00;-3.6;10.8;12;0.28;0;Address 2566;97312;Solar
2023-04-17;22:00:00;0.9;22.3;22;1.58;1;Address 2567;19857;Gas
2023-04-17;23:00:00;25.0;10.6;12;0.25;0;Address 2568;52103;Gas
2023-04-18;00:00:00;-2.9;22.5;22;2.48;1;Address 2569;78599;Solar
2023-04-18;01:00:00;11.1;11.0;12;0.16;0;Address 2570;43800;Solar
2023-04-18;02:00:00;21.7;21.7;22;2.79;1;Address 2571;84467;Electricity
2023-04-18;03:00:00;23.7;10.0;12;0.27;0;Address 2572;45423;Electricity
2023-04-18;04:00:00;2.6;11.4;12;0.2;0;Address 2573;76682;Gas
2023-04-18;05:00:00;20.7;13.0;12;0.41;0;Address 2574;61455;Electricity
2023-04-18;06:00:00;5.1;22.0;22;2.83;1;Address 2575;59474;Solar
2023-04-18;07:00:00;-3.4;11.2;12;0.26;0;Address 2576;60990;Electricity
2023-04-18;08:00:00;-4.4;21.6;22;2.21;1;Address 2577;46026;Solar
2023-04-18;09:00:00;6.9;10.8;12;0.39;0;Address 2578;19544;Solar
2023-04-18;10:00:00;5.8;12.7;12;0.42;0;Address 2579;25477;Electricity
2023-04-18;11:00:00;23.8;11.0;12;0.24;0;Address 2580;81749;Gas
2023-04-18;12:00:00;15.4;22.6;22;1.91;1;Address 2581;74348;Electricity
2023-04-18;13:00:00;17.8;12.1;12;0.22;0;Address 2582;97132;Electricity
2023-04-18;14:00:00;-0.1;10.3;12;0.44;0;Address 2583;48749;Electricity
2023-04-18;15:00:00;-1.4;10.7;12;0.45;0;Address 2584;20305;Gas
2023-04-18;16:00:00;1.7;12.9;12;0.14;0;Address 2585;17062;Gas
2023-04-18;17:00:00;12.4;10.4;12;0.1;0;Address 2586;25497;Gas
2023-04-18;18:00:00;19.0;12.4;12;0.25;0;Address 2587;25370;Solar
2023-04-18;19:00:00;24.9;22.3;22;2.92;1;Address 2588;53605;Gas
2023-04-18;20:00:00;7.0;12.9;12;0.35;0;Address 2589;62658;Gas
2023-04-18;21:00:00;29.3;22.9;22;2.68;1;Address 2590;94340;Solar
2023-04-18;22:00:00;27.9;21.4;22;1.79;1;Address 2591;93892;Electricity
2023-04-18;23:00:00;16.7;22.9;22;1.96;1;Address 2592;32661;Electricity
2023-04-19;00:00:00;18.0;22.7;22;2.54;1;Address 2593;15139;Solar
2023-04-19;01:00:00;3.6;22.0;22;1.55;1;Address 2594;20193;Electricity
2023-04-19;02:00:00;-1.4;12.2;12;0.27;0;Address 2595;30887;Electricity
2023-04-19;03:00:00;-2.3;21.4;22;2.54;1;Address 2596;50408;Solar
2023-04-19;04:00:00;15.9;21.7;22;2.83;1;Address 2597;20476;Electricity
2023-04-19;05:00:00;23.8;22.8;22;2.97;1;Address 2598;57820;Gas
2023-04-19;06:00:00;9.3;11.2;12;0.19;0;Address 2599;48946;Solar
2023-04-19;07:00:00;6.7;21.6;22;1.52;1;Address 2600;10758;Gas
2023-04-19;08:00:00;5.9;21.5;22;2.34;1;Address 2601;15835;Solar
2023-04-19;09:00:00;29.8;13.0;12;0.48;0;Address 2602;65059;Solar
2023-04-19;10:00:00;6.0;21.8;22;2.91;1;Address 2603;15823;Gas
2023-04-19;11:00:00;25.9;21.3;22;2.04;1;Address 2604;54997;Gas
2023-04-19;12:00:00;6.0;10.0;12;0.27;0;Address 2605;89544;Solar
2023-04-19;13:00:00;17.4;12.8;12;0.47;0;Address 2606;96049;Solar
2023-04-19;14:00:00;9.5;21.0;22;2.72;1;Address 2607;75340;Gas
2023-04-19;15:00:00;12.6;13.0;12;0.29;0;Address 2608;20802;Solar
2023-04-19;16:00:00;26.2;21.8;22;1.8;1;Address 2609;95799;Solar
2023-04-19;17:00:00;-4.7;10.7;12;0.36;0;Address 2610;21695;Gas
2023-04-19;18:00:00;17.7;12.9;12;0.45;0;Address 2611;50023;Solar
2023-04-19;19:00:00;7.3;12.4;12;0.34;0;Address 2612;97600;Gas
2023-04-19;20:00:00;12.4;21.1;22;2.91;1;Address 2613;12952;Electricity
2023-04-19;21:00:00;-1.5;11.0;12;0.17;0;Address 2614;42063;Electricity
2023-04-19;22:00:00;16.8;13.0;12;0.19;0;Address 2615;77872;Solar
2023-04-19;23:00:00;25.0;21.6;22;2.85;1;Address 2616;29998;Electricity
2023-04-20;00:00:00;23.5;22.1;22;2.42;1;Address 2617;89219;Solar
2023-04-20;01:00:00;27.9;21.1;22;2.53;1;Address 2618;63602;Gas
2023-04-20;02:00:00;8.1;11.2;12;0.25;0;Address 2619;93545;Electricity
2023-04-20;03:00:00;29.9;22.3;22;2.21;1;Address 2620;25881;Solar
2023-04-20;04:00:00;17.1;12.2;12;0.33;0;Address 2621;56910;Solar
2023-04-20;05:00:00;-3.8;10.2;12;0.17;0;Address 2622;82784;Solar
2023-04-20;06:00:00;27.6;10.4;12;0.11;0;Address 2623;86292;Gas
2023-04-20;07:00:00;23.1;21.6;22;2.03;1;Address 2624;27665;Gas
2023-04-20;08:00:00;13.5;21.7;22;2.69;1;Address 2625;71103;Solar
2023-04-20;09:00:00;13.6;10.6;12;0.46;0;Address 2626;44333;Electricity
2023-04-20;10:00:00;8.0;10.0;12;0.28;0;Address 2627;42521;Gas
2023-04-20;11:00:00;3.0;21.2;22;1.59;1;Address 2628;62303;Gas
2023-04-20;12:00:00;3.7;10.6;12;0.17;0;Address 2629;60185;Gas
2023-04-20;13:00:00;10.9;11.8;12;0.39;0;Address 2630;29674;Gas
2023-04-20;14:00:00;16.3;22.0;22;2.93;1;Address 2631;19265;Solar
2023-04-20;15:00:00;-3.3;21.5;22;1.68;1;Address 2632;33685;Solar
2023-04-20;16:00:00;6.5;11.9;12;0.22;0;Address 2633;76523;Solar
2023-04-20;17:00:00;7.9;10.5;12;0.46;0;Address 2634;82420;Solar
2023-04-20;18:00:00;26.7;10.0;12;0.2;0;Address 2635;59524;Electricity
2023-04-20;19:00:00;-4.4;12.4;12;0.25;0;Address 2636;63766;Solar
2023-04-20;20:00:00;7.9;11.8;12;0.42;0;Address 2637;48141;Gas
2023-04-20;21:00:00;-3.0;10.5;12;0.12;0;Address 2638;20548;Electricity
2023-04-20;22:00:00;4.8;10.3;12;0.28;0;Address 2639;92794;Gas
2023-04-20;23:00:00;0.5;22.0;22;2.96;1;Address 2640;94841;Gas
2023-04-21;00:00:00;15.5;21.7;22;1.88;1;Address 2641;13582;Gas
2023-04-21;01:00:00;8.0;22.5;22;2.13;1;Address 2642;22251;Gas
2023-04-21;02:00:00;6.3;21.6;22;1.95;1;Address 2643;67525;Solar
2023-04-21;03:00:00;11.8;12.5;12;0.42;0;Address 2644;15919;Electricity
2023-04-21;04:00:00;6.5;12.0;12;0.24;0;Address 2645;18178;Gas
2023-04-21;05:00:00;18.4;23.0;22;2.94;1;Address 2646;85536;Gas
2023-04-21;06:00:00;11.9;10.5;12;0.28;0;Address 2647;39345;Solar
2023-04-21;07:00:00;0.6;21.2;22;2.14;1;Address 2648;36473;Gas
2023-04-21;08:00:00;-3.7;10.4;12;0.22;0;Address 2649;41967;Gas
2023-04-21;09:00:00;14.9;12.5;12;0.48;0;Address 2650;66094;Electricity
2023-04-21;10:00:00;6.1;21.2;22;2.99;1;Address 2651;44396;Electricity
2023-04-21;11:00:00;-1.3;10.5;12;0.34;0;Address 2652;39542;Solar
2023-04-21;12:00:00;3.8;10.2;12;0.17;0;Address 2653;77908;Gas
2023-04-21;13:00:00;2.7;21.7;22;2.52;1;Address 2654;98386;Gas
2023-04-21;14:00:00;23.3;21.1;22;1.5;1;Address 2655;12232;Solar
2023-04-21;15:00:00;16.3;21.9;22;1.51;1;Address 2656;95226;Gas
2023-04-21;16:00:00;14.2;12.3;12;0.36;0;Address 2657;29751;Gas
2023-04-21;17:00:00;28.6;22.3;22;2.48;1;Address 2658;91099;Gas
2023-04-21;18:00:00;21.3;12.1;12;0.45;0;Address 2659;85412;Solar
2023-04-21;19:00:00;10.1;12.6;12;0.41;0;Address 2660;30888;Electricity
2023-04-21;20:00:00;28.4;21.7;22;2.12;1;Address 2661;22041;Gas
2023-04-21;21:00:00;23.7;12.0;12;0.47;0;Address 2662;48827;Electricity
2023-04-21;22:00:00;5.4;12.3;12;0.24;0;Address 2663;75740;Electricity
2023-04-21;23:00:00;-1.3;10.3;12;0.34;0;Address 2664;29733;Solar
2023-04-22;00:00:00;13.7;22.6;22;2.95;1;Address 2665;78547;Gas
2023-04-22;01:00:00;9.1;21.6;22;2.54;1;Address 2666;41269;Solar
2023-04-22;02:00:00;8.8;21.2;22;2.52;1;Address 2667;77335;Electricity
2023-04-22;03:00:00;-2.8;22.5;22;2.22;1;Address 2668;10933;Gas
2023-04-22;04:00:00;29.5;11.3;12;0.12;0;Address 2669;27754;Electricity
2023-04-22;05:00:00;1.0;10.5;12;0.26;0;Address 2670;13172;Solar
2023-04-22;06:00:00;28.1;21.4;22;2.88;1;Address 2671;26797;Gas
2023-04-22;07:00:00;1.2;11.4;12;0.47;0;Address 2672;85168;Gas
2023-04-22;08:00:00;-3.7;12.2;12;0.18;0;Address 2673;41701;Gas
2023-04-22;09:00:00;6.5;10.7;12;0.29;0;Address 2674;31688;Solar
2023-04-22;10:00:00;20.7;22.7;22;2.64;1;Address 2675;18771;Electricity
2023-04-22;11:00:00;21.2;22.3;22;2.4;1;Address 2676;37383;Gas
2023-04-22;12:00:00;0.6;22.4;22;2.76;1;Address 2677;71482;Gas
2023-04-22;13:00:00;4.0;21.6;22;2.3;1;Address 2678;45309;Solar
2023-04-22;14:00:00;10.0;22.1;22;1.95;1;Address 2679;17028;Electricity
2023-04-22;15:00:00;9.7;22.3;22;1.69;1;Address 2680;79728;Electricity
2023-04-22;16:00:00;1.8;21.1;22;2.43;1;Address 2681;34824;Solar
2023-04-22;17:00:00;19.1;21.8;22;2.76;1;Address 2682;46704;Gas
2023-04-22;18:00:00;10.4;22.6;22;2.48;1;Address 2683;75934;Electricity
2023-04-22;19:00:00;-4.1;21.9;22;2.72;1;Address 2684;27919;Gas
2023-04-22;20:00:00;14.9;12.4;12;0.25;0;Address 2685;55961;Gas
2023-04-22;21:00:00;20.2;10.7;12;0.48;0;Address 2686;11724;Electricity
2023-04-22;22:00:00;29.2;11.8;12;0.24;0;Address 2687;20003;Solar
2023-04-22;23:00:00;4.8;12.8;12;0.31;0;Address 2688;15407;Gas
2023-04-23;00:00:00;24.4;21.7;22;1.98;1;Address 2689;75810;Solar
2023-04-23;01:00:00;18.7;12.4;12;0.34;0;Address 2690;43587;Solar
2023-04-23;02:00:00;8.9;21.2;22;1.67;1;Address 2691;56791;Electricity
2023-04-23;03:00:00;8.4;10.9;12;0.19;0;Address 2692;82198;Gas
2023-04-23;04:00:00;8.0;12.7;12;0.31;0;Address 2693;58576;Gas
2023-04-23;05:00:00;24.9;21.6;22;2.78;1;Address 2694;59880;Gas
2023-04-23;06:00:00;-1.5;12.9;12;0.17;0;Address 2695;26181;Gas
2023-04-23;07:00:00;28.3;22.4;22;2.18;1;Address 2696;14449;Gas
2023-04-23;08:00:00;6.9;11.5;12;0.38;0;Address 2697;35386;Electricity
2023-04-23;09:00:00;21.8;22.1;22;2.32;1;Address 2698;44528;Solar
2023-04-23;10:00:00;-0.9;22.9;22;1.61;1;Address 2699;98891;Solar
2023-04-23;11:00:00;-4.3;12.9;12;0.14;0;Address 2700;93717;Solar
2023-04-23;12:00:00;12.4;21.1;22;2.49;1;Address 2701;76006;Solar
2023-04-23;13:00:00;3.5;22.6;22;1.95;1;Address 2702;42449;Solar
2023-04-23;14:00:00;28.3;10.2;12;0.23;0;Address 2703;29429;Solar
2023-04-23;15:00:00;2.8;11.4;12;0.28;0;Address 2704;28863;Solar
2023-04-23;16:00:00;4.6;12.8;12;0.13;0;Address 2705;56332;Electricity
2023-04-23;17:00:00;4.4;22.8;22;2.42;1;Address 2706;18635;Electricity
2023-04-23;18:00:00;26.0;21.2;22;2.17;1;Address 2707;46574;Gas
2023-04-23;19:00:00;8.5;12.4;12;0.33;0;Address 2708;18895;Gas
2023-04-23;20:00:00;13.2;10.3;12;0.42;0;Address 2709;84809;Solar
2023-04-23;21:00:00;2.8;22.1;22;2.75;1;Address 2710;75906;Gas
2023-04-23;22:00:00;16.4;21.9;22;2.23;1;Address 2711;91320;Solar
2023-04-23;23:00:00;14.6;22.1;22;2.2;1;Address 2712;82064;Electricity
2023-04-24;00:00:00;-1.6;12.0;12;0.4;0;Address 2713;57250;Electricity
2023-04-24;01:00:00;20.2;10.2;12;0.43;0;Address 2714;35145;Solar
2023-04-24;02:00:00;24.5;11.7;12;0.27;0;Address 2715;65227;Electricity
2023-04-24;03:00:00;-2.6;21.6;22;1.87;1;Address 2716;63689;Gas
2023-04-24;04:00:00;23.1;22.6;22;2.32;1;Address 2717;72546;Electricity
2023-04-24;05:00:00;-1.2;21.8;22;2.79;1;Address 2718;65996;Gas
2023-04-24;06:00:00;9.3;21.3;22;2.13;1;Address 2719;51498;Gas
2023-04-24;07:00:00;-4.3;22.0;22;2.47;1;Address 2720;12008;Electricity
2023-04-24;08:00:00;23.4;12.1;12;0.32;0;Address 2721;74002;Electricity
2023-04-24;09:00:00;24.3;11.7;12;0.36;0;Address 2722;77615;Gas
2023-04-24;10:00:00;1.3;12.2;12;0.31;0;Address 2723;59689;Electricity
2023-04-24;11:00:00;25.5;12.0;12;0.14;0;Address 2724;90022;Electricity
2023-04-24;12:00:00;2.2;10.6;12;0.35;0;Address 2725;88871;Solar
2023-04-24;13:00:00;14.8;11.8;12;0.38;0;Address 2726;91307;Solar
2023-04-24;14:00:00;28.6;12.9;12;0.38;0;Address 2727;39502;Solar
2023-04-24;15:00:00;0.9;11.9;12;0.14;0;Address 2728;73303;Gas
2023-04-24;16:00:00;15.4;11.5;12;0.25;0;Address 2729;57208;Electricity
2023-04-24;17:00:00;-4.3;21.3;22;2.61;1;Address 2730;98494;Gas
2023-04-24;18:00:00;18.0;21.8;22;2.9;1;Address 2731;98798;Gas
2023-04-24;19:00:00;20.7;22.7;22;2.44;1;Address 2732;45666;Electricity
2023-04-24;20:00:00;3.8;22.6;22;2.45;1;Address 2733;59080;Electricity
2023-04-24;21:00:00;-3.0;22.0;22;2.65;1;Address 2734;50592;Electricity
2023-04-24;22:00:00;11.0;22.5;22;1.52;1;Address 2735;59151;Gas
2023-04-24;23:00:00;-4.1;22.8;22;2.87;1;Address 2736;83720;Electricity
2023-04-25;00:00:00;29.2;21.6;22;2.49;1;Address 2737;66924;Electricity
2023-04-25;01:00:00;12.3;12.9;12;0.46;0;Address 2738;24060;Electricity
2023-04-25;02:00:00;17.7;22.6;22;2.54;1;Address 2739;63207;Electricity
2023-04-25;03:00:00;7.2;22.5;22;2.02;1;Address 2740;45496;Solar
2023-04-25;04:00:00;14.8;21.3;22;2.72;1;Address 2741;87348;Gas
2023-04-25;05:00:00;9.5;22.1;22;2.31;1;Address 2742;68811;Electricity
2023-04-25;06:00:00;9.0;11.2;12;0.22;0;Address 2743;67954;Gas
2023-04-25;07:00:00;25.4;11.2;12;0.43;0;Address 2744;78598;Solar
2023-04-25;08:00:00;26.3;11.7;12;0.11;0;Address 2745;84567;Gas
2023-04-25;09:00:00;22.9;12.0;12;0.12;0;Address 2746;83618;Gas
2023-04-25;10:00:00;4.2;12.6;12;0.47;0;Address 2747;41558;Solar
2023-04-25;11:00:00;25.6;22.8;22;2.19;1;Address 2748;17913;Solar
2023-04-25;12:00:00;-2.6;11.7;12;0.32;0;Address 2749;56429;Solar
2023-04-25;13:00:00;15.5;22.1;22;2.64;1;Address 2750;18080;Solar
2023-04-25;14:00:00;-5.0;21.0;22;1.87;1;Address 2751;58690;Electricity
2023-04-25;15:00:00;18.6;11.6;12;0.3;0;Address 2752;95236;Gas
2023-04-25;16:00:00;22.2;12.8;12;0.41;0;Address 2753;19124;Solar
2023-04-25;17:00:00;9.5;21.1;22;1.8;1;Address 2754;42514;Electricity
2023-04-25;18:00:00;21.8;21.9;22;2.89;1;Address 2755;34068;Gas
2023-04-25;19:00:00;15.0;22.0;22;2.43;1;Address 2756;53680;Gas
2023-04-25;20:00:00;-3.3;22.9;22;2.69;1;Address 2757;19455;Electricity
2023-04-25;21:00:00;7.1;10.7;12;0.31;0;Address 2758;27791;Solar
2023-04-25;22:00:00;4.3;11.2;12;0.35;0;Address 2759;93042;Gas
2023-04-25;23:00:00;2.0;21.4;22;2.66;1;Address 2760;36618;Gas
2023-04-26;00:00:00;1.1;11.3;12;0.2;0;Address 2761;34432;Electricity
2023-04-26;01:00:00;26.4;22.0;22;2.76;1;Address 2762;53550;Electricity
2023-04-26;02:00:00;23.1;21.4;22;1.9;1;Address 2763;38908;Gas
2023-04-26;03:00:00;29.1;12.5;12;0.32;0;Address 2764;51292;Solar
2023-04-26;04:00:00;-1.6;21.9;22;2.53;1;Address 2765;78710;Solar
2023-04-26;05:00:00;20.3;22.5;22;2.8;1;Address 2766;69342;Electricity
2023-04-26;06:00:00;-1.8;12.1;12;0.28;0;Address 2767;82870;Gas
2023-04-26;07:00:00;11.6;12.8;12;0.33;0;Address 2768;42003;Solar
2023-04-26;08:00:00;29.9;13.0;12;0.5;0;Address 2769;12322;Electricity
2023-04-26;09:00:00;11.9;21.2;22;2.83;1;Address 2770;36567;Electricity
2023-04-26;10:00:00;13.6;22.2;22;2.83;1;Address 2771;15967;Solar
2023-04-26;11:00:00;10.3;22.1;22;2.43;1;Address 2772;63720;Solar
2023-04-26;12:00:00;20.6;22.3;22;2.64;1;Address 2773;15182;Gas
2023-04-26;13:00:00;16.6;22.4;22;2.53;1;Address 2774;18729;Solar
2023-04-26;14:00:00;14.5;21.8;22;2.98;1;Address 2775;33309;Gas
2023-04-26;15:00:00;-2.8;10.6;12;0.26;0;Address 2776;57024;Electricity
2023-04-26;16:00:00;5.4;12.0;12;0.18;0;Address 2777;37512;Electricity
2023-04-26;17:00:00;15.8;22.7;22;2.98;1;Address 2778;95180;Electricity
2023-04-26;18:00:00;28.2;11.0;12;0.15;0;Address 2779;51732;Electricity
2023-04-26;19:00:00;-4.0;11.1;12;0.2;0;Address 2780;84788;Gas
2023-04-26;20:00:00;11.0;10.2;12;0.15;0;Address 2781;24668;Electricity
2023-04-26;21:00:00;18.3;22.8;22;2.06;1;Address 2782;73872;Gas
2023-04-26;22:00:00;15.0;22.1;22;2.38;1;Address 2783;52540;Solar
2023-04-26;23:00:00;-3.6;10.9;12;0.11;0;Address 2784;93754;Gas
2023-04-27;00:00:00;6.0;22.2;22;2.69;1;Address 2785;34074;Solar
2023-04-27;01:00:00;17.2;10.0;12;0.33;0;Address 2786;92725;Electricity
2023-04-27;02:00:00;26.0;22.7;22;2.8;1;Address 2787;71245;Electricity
2023-04-27;03:00:00;-1.5;22.9;22;1.68;1;Address 2788;19502;Electricity
2023-04-27;04:00:00;8.1;10.4;12;0.27;0;Address 2789;95826;Electricity
2023-04-27;05:00:00;10.2;12.5;12;0.38;0;Address 2790;67729;Gas
2023-04-27;06:00:00;19.9;10.6;12;0.18;0;Address 2791;36706;Solar
2023-04-27;07:00:00;5.8;11.3;12;0.42;0;Address 2792;40139;Electricity
2023-04-27;08:00:00;1.1;22.2;22;1.51;1;Address 2793;50185;Electricity
2023-04-27;09:00:00;-3.7;12.0;12;0.36;0;Address 2794;47160;Electricity
2023-04-27;10:00:00;15.5;11.7;12;0.43;0;Address 2795;69811;Electricity
2023-04-27;11:00:00;17.2;10.4;12;0.24;0;Address 2796;23358;Solar
2023-04-27;12:00:00;26.1;21.3;22;1.89;1;Address 2797;27222;Electricity
2023-04-27;13:00:00;15.8;11.8;12;0.48;0;Address 2798;72843;Gas
2023-04-27;14:00:00;14.2;22.0;22;2.9;1;Address 2799;33843;Gas
2023-04-27;15:00:00;27.0;21.1;22;1.78;1;Address 2800;51021;Electricity
2023-04-27;16:00:00;15.5;22.8;22;2.88;1;Address 2801;83747;Electricity
2023-04-27;17:00:00;5.6;21.0;22;1.6;1;Address 2802;36707;Gas
2023-04-27;18:00:00;-0.3;21.8;22;2.46;1;Address 2803;44958;Electricity
2023-04-27;19:00:00;-2.5;12.1;12;0.29;0;Address 2804;38613;Electricity
2023-04-27;20:00:00;15.9;21.3;22;2.6;1;Address 2805;35241;Solar
2023-04-27;21:00:00;3.2;22.1;22;1.72;1;Address 2806;39048;Gas
2023-04-27;22:00:00;-2.3;21.2;22;2.23;1;Address 2807;13323;Gas
2023-04-27;23:00:00;12.4;10.3;12;0.13;0;Address 2808;74099;Electricity
2023-04-28;00:00:00;4.6;12.4;12;0.35;0;Address 2809;94795;Electricity
2023-04-28;01:00:00;5.8;10.8;12;0.32;0;Address 2810;36269;Gas
2023-04-28;02:00:00;8.5;12.8;12;0.19;0;Address 2811;13106;Solar
2023-04-28;03:00:00;21.9;21.8;22;2.64;1;Address 2812;60405;Solar
2023-04-28;04:00:00;3.9;22.6;22;1.68;1;Address 2813;76555;Solar
2023-04-28;05:00:00;19.1;22.3;22;2.77;1;Address 2814;90748;Solar
2023-04-28;06:00:00;10.5;10.1;12;0.37;0;Address 2815;81828;Gas
2023-04-28;07:00:00;7.0;11.3;12;0.49;0;Address 2816;69014;Gas
2023-04-28;08:00:00;14.3;21.8;22;1.7;1;Address 2817;61749;Gas
2023-04-28;09:00:00;25.1;23.0;22;2.67;1;Address 2818;45145;Solar
2023-04-28;10:00:00;15.5;21.4;22;2.99;1;Address 2819;86549;Electricity
2023-04-28;11:00:00;6.3;11.8;12;0.4;0;Address 2820;75282;Gas
2023-04-28;12:00:00;8.3;22.1;22;1.5;1;Address 2821;78758;Gas
2023-04-28;13:00:00;-4.8;22.9;22;2.58;1;Address 2822;22762;Solar
2023-04-28;14:00:00;-4.9;22.7;22;2.03;1;Address 2823;95047;Electricity
2023-04-28;15:00:00;20.0;11.4;12;0.23;0;Address 2824;32328;Gas
2023-04-28;16:00:00;17.7;10.3;12;0.36;0;Address 2825;66352;Gas
2023-04-28;17:00:00;1.6;21.4;22;2.51;1;Address 2826;32916;Solar
